question_id,corrected by,verified by,db_id,question,evidence,SQL,original_question,original_evidence,original_SQL,reason,SQL error pattern,verification (Tengjun),response,verification (Yoojin),response,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
7376,Yuxuan,Tengjun,works_cycles,What profit will the company gain if they sell 10 items of the product that has the lightest weight?,"Lightest product refers to Min(Weight); profit if they sell 10 items refers to Subtract (ListPrice , StandardCost) *10;",SELECT 10 * (ListPrice - StandardCost) FROM Product WHERE Weight IS NOT NULL ORDER BY Weight LIMIT 1,,,,correct,,,,,,,,,,,,,,,,,,,,,
7394,Yuxuan,Yoojin (response),works_cycles,What is the company's total profit on the products that were rated second-highest by David?,"total profit = SUM(SUBTRACT(ListPrice, StandardCost)); David is the ReviewerName;",SELECT SUM(p.`ListPrice` - p.`StandardCost`) AS profit FROM `ProductReview` r JOIN `Product` p ON p.`ProductID` = r.`ProductID` WHERE r.`ReviewerName` = 'David' AND r.`Rating` = ( SELECT DISTINCT r2.`Rating` FROM `ProductReview` r2 WHERE r2.`ReviewerName` = 'David' ORDER BY r2.`Rating` DESC LIMIT 1 OFFSET 1),What is the company's profit on the product that was rated second-highest by David?,"profit on net on a single product = SUBTRACT(ListPrice, StandardCost); David is the ReviewerName;",SELECT T2.ListPrice - T2.StandardCost FROM ProductReview AS T1 INNER JOIN Product AS T2 ON T1.ProductID = T2.ProductID WHERE T1.ReviewerName = 'David' ORDER BY T1.Rating DESC LIMIT 1,The original query returns the product David rated highest because it uses ORDER BY Rating DESC LIMIT 1; the task requires the second-highest.,wrong or missing predicates,empty,modified DB: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/modify_works_cycles.sql,"db should distinguish whether SQL considers tie or not (same as 5211, 5556)",corrected evidence (just remove the hint about second-highest rating),modified db: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/7394.sql,,,,,,,,,,,,,,,
7410,Yuxuan,Tengjun,works_cycles,What is the hashed password of David Bradley?,hashed password refers to PasswordHash;,SELECT T2.PasswordHash FROM Person AS T1 INNER JOIN Password AS T2 ON T1.BusinessEntityID = T2.BusinessEntityID WHERE T1.FirstName = 'David' AND T1.LastName = 'Bradley',,,,correct,,,,,,,,,,,,,,,,,,,,,
7451,Yuxuan,Tengjun,works_cycles,"How many products with the id ""476"" are stored in Metal Storage?",Metal Storage is name of location,SELECT T2.Quantity FROM Location AS T1 INNER JOIN ProductInventory AS T2 ON T1.LocationID = T2.LocationID WHERE T2.ProductID = 476 AND T1.Name = 'Metal Storage',,,,correct,,,,,,,,,,,,,,,,,,,,,
7468,Yuxuan,Tengjun,works_cycles,"What is the name of the product the work order ""2540"" was making?",,SELECT T2.Name FROM WorkOrder AS T1 INNER JOIN Product AS T2 ON T1.ProductID = T2.ProductID WHERE T1.WorkOrderID = 2540,,,,correct,,,,,,,,,,,,,,,,,,,,,
7480,Yuxuan,Tengjun,image_and_language,"How many images have at least one object sample in the class of ""man""?","have at least one object sample in the class of ""man"" refers to count(IMG_ID where OBJ_CLASS = 'man') > = 1",SELECT COUNT(T.IMG_ID) FROM ( SELECT T2.IMG_ID FROM OBJ_CLASSES AS T1 INNER JOIN IMG_OBJ AS T2 ON T1.OBJ_CLASS_ID = T2.OBJ_CLASS_ID WHERE T1.OBJ_CLASS = 'man' GROUP BY T2.IMG_ID ) T,,,,correct,,,,,,,,,,,,,,,,,,,,,
7492,Yuxuan,Tengjun,image_and_language,How many object classes are there in the database?,object classes refers to OBJ_CLASS,SELECT COUNT(OBJ_CLASS_ID) FROM OBJ_CLASSES,,,,correct,,,,,,,,,,,,,,,,,,,,,
7495,Yuxuan,Tengjun,image_and_language,How many white objects are there in image no.2347915?,white objects refers to ATT_CLASS = 'white'; image no.2347915 refers to IMG_ID = 2347915,SELECT SUM(CASE WHEN T2.ATT_CLASS = 'white' THEN 1 ELSE 0 END) FROM IMG_OBJ_ATT AS T1 INNER JOIN ATT_CLASSES AS T2 ON T1.ATT_CLASS_ID = T2.ATT_CLASS_ID WHERE T1.IMG_ID = 2347915,,,,correct,,,,,,,,,,,,,,,,,,,,,
7497,Yuxuan,Tengjun,image_and_language,What is the relationship between object sample no.12 and no.8 of image no.2345511?,relationship refers to PRED_CLASS; object sample no.12 and no.8 of image no.2345511 refers to IMG_ID = 2345511 AND OBJ1_SAMPLE_ID = 12 AND OBJ2_SAMPLE_ID = 8,SELECT T1.PRED_CLASS FROM PRED_CLASSES AS T1 INNER JOIN IMG_REL AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T2.IMG_ID = 2345511 AND T2.OBJ1_SAMPLE_ID = 12 AND T2.OBJ2_SAMPLE_ID = 8,,,,correct,,,,,,,,,,,,,,,,,,,,,
7508,Yuxuan,Tengjun,image_and_language,List all the ids of the images that have a self-relation relationship.,ids of the images refers to IMG_ID; self-relations refers to OBJ1_SAMPLE_ID = OBJ2_SAMPLE_ID,SELECT DISTINCT IMG_ID FROM IMG_REL WHERE OBJ1_SAMPLE_ID = OBJ2_SAMPLE_ID,,,,correct,,,,,,,,,,,,,,,,,,,,,
7523,Yuxuan,Tengjun,image_and_language,"Among the objects that have multiple relations, how many images whose captions for the prediction class ids are ""on""?","objects that have multiple relations refers to OBJ1_SAMPLE_ID ! = OBJ2_SAMPLE_ID; captions for the prediction class ids are ""on"" refers to PRED_CLASS = 'on'",SELECT COUNT(DISTINCT T1.IMG_ID) FROM IMG_REL AS T1 INNER JOIN PRED_CLASSES AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T1.OBJ1_SAMPLE_ID != T1.OBJ2_SAMPLE_ID AND T2.PRED_CLASS = 'on';,,,SELECT COUNT(T2.PRED_CLASS_ID) FROM IMG_REL AS T1 INNER JOIN PRED_CLASSES AS T2 ON T1.PRED_CLASS_ID = T2.PRED_CLASS_ID WHERE T1.OBJ1_SAMPLE_ID != T1.OBJ2_SAMPLE_ID AND T2.PRED_CLASS = 'on',"The original query joins IMG_REL with PRED_CLASSES and filters to non-self relations where the caption is ""on"", but it returns COUNT(T2.PRED_CLASS_ID). This counts relation rows (one per qualifying relation), not images.",,,,,,,,,,,,,,,,,,,,,
7527,Yuxuan,Tengjun,image_and_language,Define the onion's bounding box on image no. 285930.,"bounding box refers to (X, Y, W, H); onion refers to OBJ_CLASS = 'onion'; image no.285930 refers to IMG_ID = 285930","SELECT T1.X, T1.Y, T1.W, T1.H FROM IMG_OBJ AS T1 INNER JOIN OBJ_CLASSES AS T2 ON T1.OBJ_CLASS_ID = T2.OBJ_CLASS_ID WHERE T1.IMG_ID = 285930 AND T2.OBJ_CLASS = 'onion'",,,,correct,,,,,,,,,,,,,,,,,,,,,
7534,Yuxuan,Tengjun,image_and_language,What colour is the van that can be spotted in image no. 1?,colour refers to ATT_CLASS; van refers to OBJ_CLASS = 'van'; image no. 1 refers to IMG_ID = 1,SELECT DISTINCT ac.`ATT_CLASS` FROM `IMG_OBJ`      AS io JOIN `OBJ_CLASSES`  AS oc ON oc.`OBJ_CLASS_ID` = io.`OBJ_CLASS_ID` JOIN `IMG_OBJ_ATT`  AS ia ON ia.`IMG_ID` = io.`IMG_ID` AND ia.`OBJ_SAMPLE_ID` = io.`OBJ_SAMPLE_ID` JOIN `ATT_CLASSES`  AS ac ON ac.`ATT_CLASS_ID` = ia.`ATT_CLASS_ID` WHERE oc.`OBJ_CLASS` = 'van' AND io.`IMG_ID`   = 1,,,SELECT T4.ATT_CLASS FROM IMG_OBJ AS T1 INNER JOIN OBJ_CLASSES AS T2 ON T1.OBJ_CLASS_ID = T2.OBJ_CLASS_ID INNER JOIN IMG_OBJ_ATT AS T3 ON T1.IMG_ID = T3.IMG_ID INNER JOIN ATT_CLASSES AS T4 ON T3.ATT_CLASS_ID = T4.ATT_CLASS_ID WHERE T2.OBJ_CLASS = 'van' AND T1.IMG_ID = 1 GROUP BY T4.ATT_CLASS,The original query links `IMG_OBJ` (objects) to the attribute bridge table `IMG_OBJ_ATT` only through the common column `IMG_ID`.  This means it fetches every attribute that belongs to any object appearing in image 1 and reports it as if it were a van attribute.,,,,,,,,,,,,,,,,,,,,,
7545,Yuxuan,Tengjun,image_and_language,What is the caption for the prediction class id 12?,caption for the prediction class id 12 refers to PRED_CLASS where PRED_CLASS_ID = 12;,SELECT PRED_CLASS FROM PRED_CLASSES WHERE PRED_CLASS_ID = 12,,,,correct,,,,,,,,,,,,,,,,,,,,,
7551,Yuxuan,Yoojin,image_and_language,Which object class ids belong to the onion category?,onion category refers to OBJ_CLASS = 'onion';,SELECT OBJ_CLASS_ID FROM OBJ_CLASSES WHERE OBJ_CLASS = 'onion',Which object class belong to the onion category?,,,"The question asks ""Which object classes belong to the onion category?""  -- a phrasing that normally expects the textual object-class names, not their internal numeric IDs.",,?,corrected,,,,,,,,,,,,,,,,,,
7557,Yuxuan,Tengjun,image_and_language,How many samples of animal objects are there in image no.660?,samples of animal objects refer to OBJ_SAMPLE_ID where OBJ_CLASS = 'animal'; image no.660 refers to IMG_ID = 660;,SELECT COUNT(T1.IMG_ID) FROM IMG_OBJ AS T1 INNER JOIN OBJ_CLASSES AS T2 ON T1.OBJ_CLASS_ID = T2.OBJ_CLASS_ID WHERE T2.OBJ_CLASS = 'animal' AND T1.IMG_ID = 660,,,,correct,,,,,,,,,,,,,,,,,,,,,
7579,Yuxuan,Tengjun,image_and_language,How many images have less than 15 object samples?,images refer to IMG_ID; less than 15 object samples refer to COUNT(OBJ_SAMPLE_ID) < 15;,SELECT COUNT(*) FROM ( SELECT `IMG_ID` FROM `IMG_OBJ` GROUP BY `IMG_ID` HAVING COUNT(`OBJ_SAMPLE_ID`) < 15 ) AS few_objects,,,SELECT COUNT(IMG_ID) FROM IMG_OBJ WHERE OBJ_SAMPLE_ID < 15,"The annotated query filters on the numeric value of `OBJ_SAMPLE_ID` (< 15) and counts rows, not images; it never computes how many object-sample rows each image has, so it cannot answer the question.",,,,,,,,,,,,,,,,,,,,,
7580,Yuxuan,Tengjun,image_and_language,How many images have a total of 10 attribute classes?,images refer to IMG_ID; total of 10 attribute classes refers to COUNT(OBJ_CLASS_ID) = 10;,SELECT COUNT(*) FROM ( SELECT `IMG_ID` FROM `IMG_OBJ_ATT` GROUP BY `IMG_ID` HAVING COUNT(DISTINCT `ATT_CLASS_ID`) = 10 ) AS t,,,SELECT COUNT(IMG_ID) FROM IMG_OBJ WHERE OBJ_CLASS_ID = 10,"the query counts rows in IMG_OBJ with OBJ_CLASS_ID = 10, but the task is to count images that have exactly 10 distinct attribute classes stored in IMG_OBJ_ATT.",,,,,,,,,,,,,,,,,,,,,
7647,Yuxuan,Tengjun,hockey,"Among the players who won an award in the year 1983, how many of them play the position of goalie?",position of goalie refers to pos = 'G',SELECT COUNT(DISTINCT `playerID`) FROM `AwardsPlayers` WHERE `year` = 1983 AND `pos` = 'G',,,SELECT COUNT(playerID) FROM AwardsPlayers WHERE pos = 'G' AND year = 1983,"the query counts award rows instead of distinct players, leading to an inflated result.",,,,,,,,,,,,,,,,,,,,,
7659,Yuxuan,Tengjun,hockey,"Among the coaches whose team has over 30 wins in a year, how many of them are born in the USA?",over 30 wins refers to w>30; born in the USA refers to birthCountry = 'USA',SELECT COUNT(DISTINCT T2.`coachID`) FROM `Master` AS T1 JOIN `Coaches` AS T2 ON T1.`coachID` = T2.`coachID` WHERE T2.`w` > 30 AND T1.`birthCountry` = 'USA',,,SELECT COUNT(T2.coachID) FROM Master AS T1 INNER JOIN Coaches AS T2 ON T1.coachID = T2.coachID WHERE T2.W > 30 AND T1.birthCountry = 'USA',"The annotated query joins Master to Coaches correctly and filters on w > 30 and birthCountry = 'USA', but it uses COUNT on the raw coachID column, which counts every qualifying row, not distinct coaches.  Using the database we see 58 qualifying rows but only 21 distinct coaches.  Hence the query over-counts and is incorrect.",,,,,,,,,,,,,,,,,,,,,
7663,Yuxuan,Tengjun,hockey,"Among the coaches who have received an award after the year 1940, how many of them have already died?",after the year 1940 refers to year>1940; have already died refers to deathYear IS NOT NULL,SELECT COUNT(DISTINCT m.coachID) FROM Master AS m JOIN AwardsCoaches AS ac ON m.coachID = ac.coachID WHERE m.deathYear IS NOT NULL AND ac.year > 1940,,,SELECT COUNT(T1.coachID) FROM Master AS T1 INNER JOIN AwardsCoaches AS T2 ON T1.coachID = T2.coachID WHERE T1.deathYear IS NOT NULL AND T2.year > 1940,"the original query counts award rows, not distinct coaches, so coaches with multiple awards are over-counted.",,,,,,,,,,,,,,,,,,,,,
7713,Yuxuan,Yoojin (response),hockey,What are the weights of all the players who had the most Power Play Goals in the 21st century?,21st century refers to year >2000; Power play goals refers to PPG,"WITH player_totals AS ( SELECT s.playerID, SUM(s.PPG) AS totalPPG FROM Scoring s WHERE s.year > 2000 GROUP BY s.playerID ), max_val AS ( SELECT MAX(totalPPG) AS maxPPG FROM player_totals ) SELECT DISTINCT m.weight FROM player_totals p JOIN max_val mx ON p.totalPPG = mx.maxPPG JOIN Master m ON m.playerID = p.playerID",What's the weight of the player who had the most Power Play Goals in the 21st century?,,"SELECT T1.weight FROM Master AS T1 INNER JOIN Scoring AS T2 ON T1.playerID = T2.playerID WHERE T2.year > 2000 GROUP BY T1.playerID, T1.weight ORDER BY SUM(T2.PPG) DESC LIMIT 1","Two different players (Dany Heatley - weight 216 and Ilya Kovalchuk - weight 220) are tied for the highest total (136 PPG).  SQLite will return whichever row it encounters first because no secondary ordering is supplied, so the weight returned is arbitrary. The question itself is ambiguous because more than one player shares the maximum; it does not specify how to break ties (choose one, list all, etc.).",,what are the,corrected,inconsistent handling of PPG between 7713 and 7724. is using CAST and COALESCE necessary? because removing them does not affect the ouptut,corrected SQL (remove the handling of CAST and COALESCE,,,,,,,,,,,,,,,,
7717,Yuxuan,Tengjun,hockey,Who were the coaches for the teams which had the most bench minors penalty in 2003？,Coach of the team refers to firstName+lastName; 2003 refers to the year,"SELECT DISTINCT T3.firstName, T3.lastName FROM Teams AS T1 INNER JOIN Coaches AS T2 ON T1.tmID = T2.tmID AND T1.year = T2.year INNER JOIN Master AS T3 ON T2.coachID = T3.coachID WHERE T1.year = '2003' GROUP BY T3.firstName, T3.lastName HAVING SUM(T1.BenchMinor) = (SELECT SUM(T1.BenchMinor) FROM Teams AS T1 INNER JOIN Coaches AS T2 ON T1.tmID = T2.tmID AND T1.year = T2.year INNER JOIN Master AS T3 ON T2.coachID = T3.coachID WHERE T1.year = '2003' GROUP BY T3.firstName, T3.lastName ORDER BY SUM(T1.BenchMinor) DESC LIMIT 1);",Who was the coach for the team which had the most bench minors penalty in 2003？,,"SELECT DISTINCT T3.firstName, T3.lastName FROM Teams AS T1 INNER JOIN Coaches AS T2 ON T1.tmID = T2.tmID AND T1.year = T2.year INNER JOIN Master AS T3 ON T2.coachID = T3.coachID WHERE T1.year = '2003' GROUP BY T3.firstName, T3.lastName ORDER BY SUM(T1.BenchMinor) DESC LIMIT 1",The original query does not consider potential ties.,ties,,,,,,,,,,,,,,,,,,,,
7724,Yuxuan,Yoojin (response),hockey,What are the power play percentages of the teams with the most number of loses?,"Power play percentage refers to PPG/PCC, most number of loses refers to MAX(L)",SELECT CAST(SUM(PPG) AS REAL) * 100 / SUM(PPC) FROM Teams GROUP BY tmID HAVING SUM(L) = (SELECT SUM(L) FROM Teams GROUP BY tmID ORDER BY SUM(L) DESC LIMIT 1);,What is the power play percentage of the team with the most number of loses?,"Power play percentage refers to PPG, most number of loses refers to MAX(L)",SELECT CAST(SUM(PPG) AS REAL) * 100 / SUM(PPC) FROM Teams GROUP BY tmID ORDER BY SUM(L) DESC LIMIT 1,The original query does not consider potential ties.,,evidence,corrected,inconsistent handling of PPG between 7713 and 7724. is using CAST and COALESCE necessary? because removing them does not affect the ouptut,"see 7713, the cast here is necessary because we are doing division here.",,,,,,,,,,,,,,,,
7747,Yuxuan,Tengjun,hockey,"Among the players whose short handed assists are greater or equal to 7, what are the final standings of the teams with the most number of assists? Indicate the years to which the most number of assists were achieved and the names of the teams.",short handed assists refers to SHA; SHA> = 7; final standing refers to rank; the final standing of the team with the most number of assists refers to max(A),"SELECT TM.`rank`, TM.`year`, TM.`name` FROM `Scoring` AS S JOIN `Teams`  AS TM ON S.`year` = TM.`year` AND S.`tmID` = TM.`tmID` WHERE CAST(S.`SHA` AS integer) >= 7 AND CAST(S.`A` AS integer) = (SELECT MAX(CAST(S2.`A` AS integer)) FROM `Scoring` AS S2 JOIN `Teams`  AS TM2 ON S2.`year` = TM2.`year` AND S2.`tmID` = TM2.`tmID` WHERE CAST(S2.`SHA` AS integer) >= 7);","Among the players whose short handed assists are greater or equal to 7, what is the final standing of the team with the most number of assists? Indicate the year to which the most number of assists was achieved and the name of the team.",,"SELECT T2.rank, T2.year, T2.name FROM Scoring AS T1 INNER JOIN Teams AS T2 ON T1.tmID = T2.tmID AND T1.year = T2.year WHERE T1.SHA >= 7 ORDER BY T1.A DESC LIMIT 1","That logic is fine, but the implementation orders by `T1.A` and filters with `T1.SHA` while both columns are stored as TEXT.  Because the query does not cast them to numbers, SQLite performs a lexical comparison, so strings like '76' are considered greater than '114'. The original query does not handle ties.","ties, wrong or missing predicates, wrong ranking criteria",,,,,,,,,,,,,,,,,,,,
7754,Yuxuan,Tengjun,hockey,"Among the teams that had more wins than loses in the year 2006, how many of them have over 100 points?",more wins than loses refers to W > L; over 100 points refers to Pts > 100,SELECT COUNT(tmID) FROM Teams WHERE year = 2006 AND W > L AND Pts > 100,,,,correct,,,,,,,,,,,,,,,,,,,,,
7756,Yuxuan,Tengjun,hockey,Please list the names of the first 3 teams that got the most penalty minutes in 2006.,the first 3 teams that got the most penalty minutes refer to name where MAX(PIM) limit to 3; year = 2006;,"SELECT name FROM Teams WHERE year = 2006 GROUP BY tmID, name ORDER BY SUM(PIM) DESC LIMIT 3",Please list the first 3 teams that got the most penalty minutes in 2006.,,,correct,,,,,,,,,,,,,,,,,,,,,
7764,Yuxuan,Tengjun,hockey,Please list the names of the teams that had a tie in 1909.,tie refers to T>0; year = 1909;,SELECT DISTINCT `name` FROM `Teams` WHERE `year` = 1909 AND `T` > 0,,,"SELECT T2.name, T3.name FROM TeamVsTeam AS T1 INNER JOIN Teams AS T2 ON T1.tmID = T2.tmID AND T1.year = T2.year INNER JOIN Teams AS T3 ON T1.year = T3.year AND T1.oppID = T3.tmID WHERE T1.year = 1909 AND T1.T = 1","he query returns two-column pairs of team names taken from the head-to-head table `TeamVsTeam`.  It only selects records where the number of ties between the two clubs equals exactly 1 (`T1.T = 1`), thus excluding cases with more than one tie.  Because of this, the query would miss any club whose tie count with a given opponent was greater than 1, and it also produces duplicate rows and an extra column, while the question asks for a single list of teams that recorded at least one tie in 1909.",,,,,,,,,,,,,,,,,,,,,
7811,Yuxuan,Tengjun,hockey,What is the total number of game played for players from USA?,game played refers to GP; from USA refers to birthCountry = 'USA';,SELECT SUM(`GP`) AS total_games FROM `Scoring` AS s JOIN `Master` AS m ON s.`playerID` = m.`playerID` WHERE m.`birthCountry` = 'USA',,,SELECT COUNT(T2.GP) FROM Master AS T1 INNER JOIN Scoring AS T2 ON T1.playerID = T2.playerID WHERE T1.birthCountry = 'USA',"The original query uses COUNT(T2.GP), which only counts how many Scoring rows exist for USA players (5654) instead of adding their GP values (227213).",,,,,,,,,,,,,,,,,,,,,
7821,Yuxuan,Tengjun,world,Calculate the average population per city in Karnataka district.,average population = AVG(Population);,SELECT AVG(`Population`) FROM `City` WHERE `District` = 'Karnataka',,,SELECT AVG(Population) FROM City WHERE District = 'Karnataka' GROUP BY ID,"The annotated query groups by `ID`, which is unique for every row in `City`.  Therefore each group contains exactly one city and AVG(Population) simply returns the city's own population, producing one row per city instead of a single overall average.  The intended question asks for the average population across all cities that belong to the district “Karnataka”, which should be a single scalar value.  Removing the unnecessary GROUP BY clause fixes the logic.",,,,,,,,,,,,,,,,,,,,,
7831,Yuxuan,Tengjun,world,"Among the languages used in Baltic Countries, provide the languages which are used by over 80%.",Baltic Countries refers to Region = 'Baltic Countries'; languages which are used by over 80% refers to Percentage > 80;,SELECT T2.Language FROM Country AS T1 INNER JOIN CountryLanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Region = 'Baltic Countries' AND T2.Percentage > 80,,,,correct,,,,,,,,,,,,,,,,,,,,,
7847,Yuxuan,Tengjun,world,How many languages are used in Cyprus?,Cyprus is a name of Country;,SELECT SUM(CASE WHEN T1.Name = 'Cyprus' THEN 1 ELSE 0 END) FROM Country AS T1 INNER JOIN CountryLanguage AS T2 ON T1.Code = T2.CountryCode,,,,correct,,,,,,,,,,,,,,,,,,,,,
7881,Yuxuan,Tengjun,world,What are the life expectancies of residents in the most crowded cities?,most crowded city refers to MAX(Population);,SELECT T2.LifeExpectancy FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code WHERE T1.Population = (SELECT MAX(Population) FROM City);,What is the life expectancy of residents in the most crowded city?,,SELECT T2.LifeExpectancy FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code ORDER BY T1.Population DESC LIMIT 1,The original query does not consider potential ties.,ties,,,,,,,,,,,,,,,,,,,,
7884,Yuxuan,Tengjun,world,"Which country has the most crowded city? If multiple countries has the same most crowded city, report the country that has the smallest surface area.",smallest surface area refers to MIN(smallest surface area); most crowded city refers to MAX(Population);,"SELECT T2.Name FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code ORDER BY T1.Population DESC, T2.SurfaceArea DESC LIMIT 1",Which country has the smallest surface area and the most crowded city?,,,"can be read in at least two reasonable ways: 1) the single country that simultaneously owns the absolute smallest-area land AND (also) owns the single most-populated city on earth; or 2) first pick the country with the smallest area, then (within that country) look at its most-crowded city - in other words return the smallest-area country.",,,,,,,,,,,,,,,,,,,,,
7886,Yuxuan,Yoojin,world,"What are the cities for country called ""´Uman"" in local name.",,SELECT T1.Name FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code WHERE T2.LocalName = '´Uman',"What are the cities for country called ""Â´Uman"" in local name.",,SELECT T1.Name FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code WHERE T2.LocalName = 'Â´Uman',"The original question leads to an empty result set. Therefore, we changed the filter condition.",,empty,corrected,,,,,,,,,,,,,,,,,,
7911,Yuxuan,Tengjun,world,How many cities are there in the country with the surface area of 652090?,,SELECT COUNT(T1.Name) FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code WHERE T2.SurfaceArea = 652090 GROUP BY T2.Name,,,"SELECT T2.Name, COUNT(T1.Name) FROM City AS T1 INNER JOIN Country AS T2 ON T1.CountryCode = T2.Code WHERE T2.SurfaceArea = 652090 GROUP BY T2.Name"," The annotated query filters the correct country (surface area = 652090) and counts its cities, producing the right numeric value (4).  However, it also selects the country name, so the result set contains two columns (country name and count) instead of the single numeric answer requested (“how many cities”).",,,,,,,,,,,,,,,,,,,,,
7960,Yuxuan,Tengjun,music_platform_2,Write the names of the podcasts in the music category that have a rating greater than 3.,music category refers to category = 'music'; rating greater than 3 refers to rating > 3; name of the podcast refers to title,SELECT DISTINCT p.title FROM `podcasts` AS p JOIN `categories` AS c ON c.podcast_id = p.podcast_id JOIN `reviews`    AS r ON r.podcast_id = p.podcast_id WHERE c.category = 'music' AND r.rating > 3,,,SELECT DISTINCT T2.title FROM categories AS T1 INNER JOIN reviews AS T2 ON T2.podcast_id = T1.podcast_id WHERE T1.category = 'music' AND T2.rating > 3,the query outputs the `reviews.title` (review headline) instead of the podcast name and never references the `podcasts` table.,,,,,,,,,,,,,,,,,,,,,
7965,Yuxuan,Yoojin (response),music_platform_2,What are the longest reviews?,review refers to content; longest review refers to Max(length(content)),SELECT `content` FROM `reviews` WHERE LENGTH(`content`) = (SELECT MAX(LENGTH(content)) FROM reviews),,review refers to content; longest review refers to Max(content),SELECT title FROM reviews ORDER BY LENGTH(content) DESC LIMIT 1,"The query sorts the table correctly by LENGTH(`content`) to locate a longest review, but it returns the column `title`. Since the review itself is stored in `content`, returning the title does not satisfy the request for ""the longest review."" In addition, the original query does not consider ties in the database.",,tie,corrected,is the evidence correct? MAX(LENGTH(content)) or maybe it's too specific,corrected evidence,,,,,,,,,,,,,,,,
7995,Yuxuan,Tengjun,university,"In 2014, what are the names of the universities which were considered leaders in the publications rank?",In 2014 refers to year = 2014; leader refers to MAX(score); in the publications rank refers to criteria_name = 'Publications Rank'; name of university refers to university_name;,SELECT T3.university_name FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id INNER JOIN university AS T3 ON T3.id = T2.university_id WHERE T1.criteria_name = 'Publications Rank' AND T2.year = 2014 AND T1.id = 17 AND T2.score = (SELECT MAX(score) FROM university_ranking_year WHERE ranking_criteria_id = 17 AND year = 2014);,"In 2014, what is the name of the university which was considered a leader in the publications rank?",,SELECT T3.university_name FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id INNER JOIN university AS T3 ON T3.id = T2.university_id WHERE T1.criteria_name = 'Publications Rank' AND T2.year = 2014 AND T1.id = 17 ORDER BY T2.score DESC LIMIT 1,The original query does not consider potential ties.,ties,,,,,,,,,,,,,,,,,,,,
8036,Yuxuan,Tengjun,university,What is the percentage of Harvard university's international students in 2011?,Harvard university's refers to university_name = 'Harvard University'; in 2011 refers to year = 2011; percentage of Harvard university's international students refers to pct_international_students,SELECT T1.pct_international_students FROM university_year AS T1 INNER JOIN university AS T2 ON T1.university_id = T2.id WHERE T1.year = 2011 AND T2.university_name = 'Harvard University',,,,correct,,,,,,,,,,,,,,,,,,,,,
8040,Yuxuan,Yoojin (response),university,Name the most famous university in Argentina based on the total ranking score.,in Argentina refers to country_name = 'Argentina';  most famous refers to MAX(SUM(score)),SELECT T1.university_name FROM university AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.university_id INNER JOIN country AS T3 ON T3.id = T1.country_id WHERE T3.country_name = 'Argentina' GROUP BY T1.university_name HAVING SUM(T2.Score) = (SELECT SUM(T2.Score) FROM university AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.university_id INNER JOIN country AS T3 ON T3.id = T1.country_id WHERE T3.country_name = 'Argentina' GROUP BY T1.university_name ORDER BY SUM(T2.Score) DESC LIMIT 1);,Name the most famous university in Argentina.,,SELECT T1.university_name FROM university AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.university_id INNER JOIN country AS T3 ON T3.id = T1.country_id WHERE T3.country_name = 'Argentina' GROUP BY T1.university_name ORDER BY SUM(T2.score) DESC LIMIT 1,"The original question does not specify the definition of famous. In addition, the original query does not consider the possiblity of having two most famous university in Argentina.",ties,why correct,corrected,no need to consider ties? (although there's none in the current db),corrected SQL; modified DB: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/8040.sql,,,,,,,,,,,,,,,,
8064,Yuxuan,Tengjun,university,Provide the ranking criteria and scores in 2005 that were received by Harvard University.,Harvard University refers to university_name = 'Harvard University'; in 2005 refers to year = 2005; ranking criteria refers to criteria_name;,"SELECT T1.criteria_name, T2.score FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id INNER JOIN university AS T3 ON T3.id = T2.university_id WHERE T3.university_name = 'Harvard University' AND T2.year = 2005",,,,correct,,,,,,,,,,,,,,,,,,,,,
